Index,Operation,Property Type,Place with Parent Names,Latitude,Longitude,Price,Currency,Price Approx (Local Currency),Price Approx (USD),Surface Total (m2),Surface Covered (m2),Price USD per m2,Price per m2,Floor,Rooms,Expenses,Property URL
705,Sale,Townhouse,Mombasa Road,-1.361999281,36.68980838,3555839,KES,3555839,25923.30725,246,244,105.3792978,14454.63008,5,1,3976,https://example.com/property/705
706,Sale,Studio,Ruiru,-1.471484086,36.65829338,3614101,KES,3614101,26541.77493,247,114,107.4565787,14631.98785,3,2,4071,https://example.com/property/706
707,Rent,Apartment,Ruiru,-1.25197597,36.6428498,3449813,KES,3449813,32300.76947,79,70,408.8704996,43668.51899,3,1,5869,https://example.com/property/707
708,Rent,Apartment,Westlands,-1.485707623,36.54568705,11227489,USD,11227489,79176.13996,272,180,291.0887499,41277.53309,3,1,7387,https://example.com/property/708
709,Rent,Villa,Ngara,-1.281975233,36.65741291,19115126,USD,19115126,177420.1771,194,50,914.5369956,98531.57732,1,1,3521,https://example.com/property/709
710,Rent,Studio,Utawala,-1.267828133,36.5215262,15234908,USD,15234908,132409.7829,252,200,525.4356466,60455.98413,2,4,7525,https://example.com/property/710
711,Sale,House,Runda,-1.394219218,36.89048193,16641125,USD,16641125,147988.4031,69,60,2144.759466,241175.7246,5,1,2126,https://example.com/property/711
712,Rent,Townhouse,Lavington,-1.252563643,36.6991139,24924717,KES,24924717,210130.611,97,55,2166.294958,256955.8454,5,3,7632,https://example.com/property/712
713,Sale,House,Kileleshwa,-1.345302178,36.72195192,8121632,USD,8121632,72042.9549,250,70,288.1718196,32486.528,2,5,6773,https://example.com/property/713
714,Rent,Studio,Kasarani,-1.361011904,36.94679729,20328454,KES,20328454,163349.5766,179,151,912.567467,113566.7821,5,1,8716,https://example.com/property/714
715,Rent,Apartment,Kileleshwa,-1.486379016,36.82902749,6643488,KES,6643488,55192.04329,86,64,641.7679452,77249.86047,2,1,4404,https://example.com/property/715
716,Rent,Apartment,Upper Hill,-1.412991242,36.50402955,13469888,KES,13469888,90203.07776,178,67,506.7588638,75673.52809,1,1,5492,https://example.com/property/716
717,Sale,Studio,Kilimani,-1.220697009,36.97158741,11388823,USD,11388823,110790.1847,181,117,612.1004678,62921.67403,1,3,3343,https://example.com/property/717
718,Rent,Apartment,Lavington,-1.382452811,36.61857223,15950659,KES,15950659,148919.7803,149,40,999.461613,107051.4027,1,1,1106,https://example.com/property/718
719,Rent,Apartment,Runda,-1.335989844,36.55380709,22672323,KES,22672323,220888.9031,103,58,2144.552457,220119.6408,2,1,4154,https://example.com/property/719
720,Rent,Apartment,Parklands,-1.340393496,36.88406409,24826641,USD,24826641,189094.7636,171,89,1105.817331,145185.0351,2,5,5053,https://example.com/property/720
721,Rent,Townhouse,Donholm,-1.322870673,36.75023866,14558170,KES,14558170,141719.1946,74,32,1915.124251,196732.027,4,3,5801,https://example.com/property/721
722,Sale,Townhouse,Upper Hill,-1.481600713,36.71688528,10907386,USD,10907386,76908.99162,180,90,427.2721757,60596.58889,5,3,7139,https://example.com/property/722
723,Rent,Villa,Runda,-1.391347124,36.62475154,20794591,USD,20794591,165566.0751,58,51,2854.587502,358527.431,5,1,6580,https://example.com/property/723
724,Sale,House,Ruiru,-1.283061518,36.77373574,3272544,USD,3272544,25900.5471,263,176,98.48116768,12443.13308,4,3,1214,https://example.com/property/724
725,Sale,Studio,Kileleshwa,-1.439831925,36.6371923,3534633,KES,3534633,27597.13131,264,203,104.5345883,13388.76136,4,2,6400,https://example.com/property/725
726,Sale,Studio,Gikambura,-1.438926487,36.9507915,8276776,USD,8276776,76255.05566,253,206,301.4033821,32714.52964,1,3,7875,https://example.com/property/726
727,Sale,Studio,Mombasa Road,-1.496972818,36.60760224,21641123,USD,21641123,196944.2461,251,51,784.6384308,86219.61355,4,3,5289,https://example.com/property/727
728,Sale,Villa,Donholm,-1.368755422,36.94217758,19228027,USD,19228027,165843.3962,83,43,1998.113207,231662.9759,2,3,5253,https://example.com/property/728
729,Sale,Townhouse,Kileleshwa,-1.235179686,36.77970271,12203269,USD,12203269,94106.69647,92,78,1022.898875,132644.2283,3,4,9656,https://example.com/property/729
730,Rent,Villa,Ruiru,-1.484429717,36.91424407,4120113,KES,4120113,37284.10354,123,86,303.122793,33496.85366,2,4,7247,https://example.com/property/730
731,Sale,Studio,Kilimani,-1.442664387,36.856423,13201961,USD,13201961,124762.6809,143,43,872.4663002,92321.40559,4,4,7177,https://example.com/property/731
732,Sale,House,Lavington,-1.406974638,36.84834756,7592087,KES,7592087,51123.153,71,45,720.0444084,106930.8028,5,3,8269,https://example.com/property/732
733,Sale,Apartment,Utawala,-1.280482579,36.6621729,8093388,USD,8093388,80054.01375,119,106,672.7228046,68011.66387,2,2,3372,https://example.com/property/733
734,Rent,Townhouse,Kileleshwa,-1.307809322,36.61694847,16053367,KES,16053367,114556.5481,291,84,393.6651136,55166.20962,5,3,7834,https://example.com/property/734
735,Rent,Townhouse,Westlands,-1.375216829,36.60544311,23256880,USD,23256880,166833.4777,179,80,932.0306018,129926.7039,2,1,9783,https://example.com/property/735
736,Sale,Villa,Embakasi,-1.272279318,36.92859583,18941926,KES,18941926,164912.1506,143,131,1153.231823,132461.021,5,2,7617,https://example.com/property/736
737,Rent,Townhouse,Mombasa Road,-1.317110697,36.91021341,14047100,USD,14047100,131550.1492,243,196,541.3586387,57806.99588,2,4,6150,https://example.com/property/737
738,Sale,Studio,Ruiru,-1.23118776,36.72028676,7645289,KES,7645289,71263.86024,81,62,879.8007437,94386.28395,5,5,9102,https://example.com/property/738
739,Sale,Studio,Gikambura,-1.254591975,36.56620231,13531792,KES,13531792,100330.9364,155,62,647.2963638,87301.88387,3,2,5158,https://example.com/property/739
740,Rent,Villa,Juja,-1.424155918,36.69112613,11893518,KES,11893518,90006.7227,193,58,466.3560762,61624.4456,1,4,8727,https://example.com/property/740
741,Sale,Studio,Runda,-1.418568427,36.80967173,12011698,USD,12011698,86329.82964,253,98,341.2246231,47477.06719,2,2,6206,https://example.com/property/741
742,Rent,House,Kileleshwa,-1.462393057,36.72720158,5029341,KES,5029341,34242.54118,50,35,684.8508235,100586.82,3,2,1303,https://example.com/property/742
743,Rent,Villa,Utawala,-1.398910582,36.89009463,22794681,KES,22794681,169355.8401,294,188,576.0402723,77532.92857,1,3,1333,https://example.com/property/743
744,Sale,House,Gikambura,-1.200136824,36.99881141,18962977,KES,18962977,175920.9916,121,109,1453.892492,156718.8182,2,1,5506,https://example.com/property/744
745,Sale,Apartment,Kileleshwa,-1.378274649,36.59556604,22179330,KES,22179330,197725.8507,225,60,878.7815589,98574.8,3,5,3331,https://example.com/property/745
746,Rent,House,Mombasa Road,-1.43385347,36.72982541,17518342,USD,17518342,123273.3843,99,75,1245.1857,176952.9495,3,4,5561,https://example.com/property/746
747,Sale,Apartment,Nairobi Central,-1.271255135,36.71549195,4769617,KES,4769617,43177.51218,190,126,227.2500641,25103.24737,3,2,1079,https://example.com/property/747
748,Sale,Apartment,Embakasi,-1.337258699,36.65224627,13827369,KES,13827369,133435.1759,64,42,2084.924624,216052.6406,4,5,4763,https://example.com/property/748
749,Sale,House,Mombasa Road,-1.455119565,36.59904776,22625255,KES,22625255,167391.1289,102,81,1641.089499,221816.2255,5,2,6196,https://example.com/property/749
750,Rent,Villa,Kasarani,-1.385793096,36.53284606,8369337,USD,8369337,69671.13581,221,167,315.2540082,37870.30317,1,1,1732,https://example.com/property/750
751,Rent,Studio,Ngara,-1.375659085,36.94355966,18848515,KES,18848515,129097.647,57,53,2264.871,330675.7018,5,5,4976,https://example.com/property/751
752,Sale,Studio,Gikambura,-1.27385109,36.70992435,3880432,KES,3880432,29283.46062,123,103,238.0769156,31548.22764,5,4,6659,https://example.com/property/752
753,Rent,Apartment,Nairobi Central,-1.493798589,36.74844776,18235953,KES,18235953,174471.7513,95,70,1836.54475,191957.4,5,2,2384,https://example.com/property/753
754,Rent,Apartment,Mombasa Road,-1.419294106,36.95847102,18534442,KES,18534442,125748.6012,118,106,1065.666112,157071.5424,3,1,3124,https://example.com/property/754
755,Rent,Villa,Runda,-1.34472111,36.88814524,9227740,USD,9227740,81713.58016,163,160,501.3103077,56611.90184,5,5,7652,https://example.com/property/755
756,Rent,Townhouse,Kileleshwa,-1.419345977,36.56525063,16945748,KES,16945748,145008.193,196,143,739.8377196,86457.89796,4,2,6283,https://example.com/property/756
757,Rent,House,Utawala,-1.311469786,36.78270998,17649817,KES,17649817,146943.4113,288,81,510.2201781,61284.08681,2,2,8176,https://example.com/property/757
758,Sale,Apartment,Kasarani,-1.355439756,36.72112614,10857997,USD,10857997,105868.4515,215,191,492.4114025,50502.31163,3,4,7605,https://example.com/property/758
759,Sale,Studio,Kasarani,-1.391486924,36.89860554,24661515,USD,24661515,197567.4957,172,116,1148.648231,143380.9012,1,1,6707,https://example.com/property/759
760,Sale,Villa,Runda,-1.215237412,36.86211627,6939625,USD,6939625,65365.84153,188,138,347.6906464,36912.89894,2,3,3292,https://example.com/property/760
761,Rent,House,Kasarani,-1.31035215,36.84520286,4629618,KES,4629618,38564.55824,166,98,232.3166159,27889.26506,2,2,9376,https://example.com/property/761
762,Rent,Villa,Ruiru,-1.461017588,36.67027242,23151991,USD,23151991,196978.7263,92,85,2141.073112,251652.0761,2,5,1997,https://example.com/property/762
763,Sale,House,Ngara,-1.331972491,36.90248187,14381957,KES,14381957,103734.4857,69,32,1503.398344,208434.1594,5,4,5664,https://example.com/property/763
764,Rent,House,Donholm,-1.265780444,36.52619565,8983359,USD,8983359,64094.27441,197,90,325.3516468,45600.80711,5,4,3357,https://example.com/property/764
765,Sale,Apartment,South B,-1.287453091,36.57981245,5568101,KES,5568101,51714.19792,70,36,738.774256,79544.3,3,2,6491,https://example.com/property/765
766,Sale,Villa,Utawala,-1.448373231,36.66781164,16450304,USD,16450304,139023.437,131,53,1061.247611,125574.8397,5,2,2679,https://example.com/property/766
767,Sale,Villa,Lavington,-1.208274,36.53840372,21074992,KES,21074992,177596.7635,106,92,1675.441165,198820.6792,5,2,6715,https://example.com/property/767
768,Rent,Studio,Upper Hill,-1.365355906,36.61749714,6702590,USD,6702590,62308.79857,227,218,274.4880994,29526.82819,5,3,5886,https://example.com/property/768
769,Rent,Studio,Embakasi,-1.452292499,36.91507549,12872310,KES,12872310,91995.88256,123,52,747.9340046,104652.9268,3,2,8440,https://example.com/property/769
770,Sale,Apartment,Kilimani,-1.445941274,36.97412577,17312034,KES,17312034,127894.894,147,59,870.0332923,117768.9388,3,1,7821,https://example.com/property/770
771,Sale,Apartment,Gikambura,-1.470529502,36.65230118,19740925,KES,19740925,180250.9966,203,175,887.935944,97245.93596,4,5,4527,https://example.com/property/771
772,Sale,Townhouse,Ngara,-1.258944567,36.6322579,11018205,KES,11018205,93109.41822,207,125,449.8039528,53228.04348,4,2,7813,https://example.com/property/772
773,Sale,Studio,Mombasa Road,-1.463390852,36.63994633,7928476,KES,7928476,75301.14048,250,85,301.2045619,31713.904,4,3,3745,https://example.com/property/773
774,Rent,House,Gikambura,-1.462462423,36.63885954,6886613,KES,6886613,52405.41598,159,82,329.5938112,43312.03145,4,5,5090,https://example.com/property/774
775,Rent,Villa,Runda,-1.244858516,36.51796509,7010442,KES,7010442,66093.47393,164,36,403.0089874,42746.59756,2,4,7158,https://example.com/property/775
776,Sale,Apartment,Mombasa Road,-1.396618775,36.96345817,16650045,KES,16650045,111523.1888,208,126,536.1691769,80048.29327,2,2,9561,https://example.com/property/776
777,Sale,Villa,Gikambura,-1.490742629,36.60684907,6304860,USD,6304860,45347.57898,91,34,498.3250437,69284.17582,4,5,8471,https://example.com/property/777
778,Rent,Villa,Upper Hill,-1.48443141,36.71000204,16034994,KES,16034994,134170.6584,296,142,453.2792514,54172.27703,4,4,4743,https://example.com/property/778
779,Rent,Townhouse,Kilimani,-1.457348866,36.50484344,11722856,KES,11722856,90925.46323,117,101,777.1407113,100195.3504,1,3,8008,https://example.com/property/779
780,Sale,Studio,Ruiru,-1.435981996,36.92897755,20438656,USD,20438656,140407.1201,238,236,589.9458827,85876.70588,2,1,4324,https://example.com/property/780
781,Sale,Apartment,Lavington,-1.300456142,36.86557867,4193502,KES,4193502,32837.42361,238,209,137.9723681,17619.7563,1,2,9632,https://example.com/property/781
782,Sale,Villa,Lavington,-1.452802116,36.97337802,17539933,USD,17539933,161323.9385,119,33,1355.663348,147394.395,1,1,4257,https://example.com/property/782
783,Rent,Apartment,Mombasa Road,-1.464337683,36.89080774,6329782,KES,6329782,53220.44033,127,63,419.0585853,49840.80315,5,3,1226,https://example.com/property/783
784,Rent,House,Upper Hill,-1.270584258,36.65685326,9856825,USD,9856825,69337.47992,245,226,283.0101221,40231.93878,3,5,3401,https://example.com/property/784
785,Rent,Townhouse,Lavington,-1.298683415,36.62393668,8116176,USD,8116176,61388.21608,139,62,441.6418423,58389.7554,2,5,5718,https://example.com/property/785
786,Sale,House,Kileleshwa,-1.369402734,36.84885815,12143589,KES,12143589,91624.68246,160,150,572.6542654,75897.43125,4,3,2024,https://example.com/property/786
787,Sale,Apartment,Runda,-1.335207069,36.68205639,3381325,USD,3381325,23589.36555,161,67,146.5177985,21002.01863,4,3,6672,https://example.com/property/787
788,Rent,Apartment,Kileleshwa,-1.406404794,36.78310751,12202134,KES,12202134,84327.90325,152,127,554.7888372,80277.19737,3,2,8727,https://example.com/property/788
789,Rent,Studio,Donholm,-1.355249874,36.50312874,3963544,KES,3963544,27149.49026,194,151,139.9458261,20430.63918,2,4,6280,https://example.com/property/789
790,Sale,Villa,Donholm,-1.347998205,36.53094285,5426062,KES,5426062,51803.84361,68,55,761.8212296,79795.02941,4,1,1870,https://example.com/property/790
791,Rent,Villa,Embakasi,-1.383828819,36.76768397,11209517,KES,11209517,88120.76911,228,158,386.4946013,49164.54825,4,1,4199,https://example.com/property/791
792,Rent,House,Kilimani,-1.228028337,36.78303582,10495095,USD,10495095,76592.29,290,289,264.1113448,36189.98276,5,5,2745,https://example.com/property/792
793,Sale,Townhouse,Nairobi Central,-1.495181441,36.87572647,11994359,KES,11994359,87012.53007,119,68,731.1977316,100792.9328,1,5,6270,https://example.com/property/793
794,Rent,Villa,Kileleshwa,-1.265348621,36.56598266,13127222,USD,13127222,100718.4594,112,83,899.2719591,117207.3393,4,2,9635,https://example.com/property/794
795,Sale,Studio,Runda,-1.462685151,36.75659154,3958379,USD,3958379,36536.84822,270,247,135.3216601,14660.66296,2,3,6886,https://example.com/property/795
796,Sale,House,South B,-1.260735792,36.59722382,16655842,KES,16655842,119080.0002,124,62,960.3225819,134321.3065,3,1,6590,https://example.com/property/796
797,Sale,House,Ruiru,-1.315226425,36.54659806,16200497,KES,16200497,119116.4259,257,62,463.4880384,63036.95331,5,2,8897,https://example.com/property/797
798,Sale,Studio,Juja,-1.247016573,36.7052479,14290492,KES,14290492,137004.4289,207,49,661.8571445,69036.19324,2,5,9664,https://example.com/property/798
799,Sale,Townhouse,Kileleshwa,-1.470745702,36.58166832,18793024,KES,18793024,152552.5535,202,45,755.2106607,93034.77228,5,5,9271,https://example.com/property/799
800,Sale,Studio,Juja,-1.33230581,36.61089099,7027187,USD,7027187,64648.20657,153,50,422.5372978,45929.3268,1,1,6158,https://example.com/property/800
801,Sale,Townhouse,Upper Hill,-1.349673636,36.65877729,9326981,KES,9326981,79803.82966,124,74,643.5792715,75217.58871,4,5,9431,https://example.com/property/801
802,Rent,Studio,Donholm,-1.288142045,36.6296942,3006464,USD,3006464,29795.27445,177,156,168.3348839,16985.67232,2,5,1589,https://example.com/property/802
803,Sale,Studio,Kilimani,-1.339712834,36.54379565,12978034,KES,12978034,108135.4206,248,247,436.0299219,52330.78226,3,4,2884,https://example.com/property/803
804,Sale,Apartment,Ruiru,-1.33777963,36.54495812,23502746,KES,23502746,184344.1603,203,116,908.099312,115777.0739,1,3,6399,https://example.com/property/804
805,Rent,House,Upper Hill,-1.371121217,36.59662471,18055636,KES,18055636,137851.2443,105,91,1312.868993,171958.4381,1,5,9503,https://example.com/property/805
806,Rent,Studio,Utawala,-1.407349673,36.52527959,4161140,KES,4161140,31245.76748,71,60,440.0812321,58607.60563,5,4,2076,https://example.com/property/806
807,Rent,Studio,Utawala,-1.355320692,36.81322851,23390379,USD,23390379,164936.3653,138,71,1195.191053,169495.5,1,2,8235,https://example.com/property/807
808,Sale,Villa,Upper Hill,-1.464452292,36.64366336,14042682,USD,14042682,126769.7324,68,41,1864.260771,206510.0294,2,5,7837,https://example.com/property/808
809,Rent,House,Gikambura,-1.211545998,36.63987298,13223676,KES,13223676,124723.3139,208,94,599.6313169,63575.36538,5,2,1033,https://example.com/property/809
810,Sale,Villa,Runda,-1.285676771,36.66599915,8790233,USD,8790233,61652.59276,75,71,822.0345701,117203.1067,1,5,2841,https://example.com/property/810
811,Sale,House,Juja,-1.214259865,36.83139814,20042255,USD,20042255,185867.9023,219,102,848.7118827,91517.14612,3,1,5481,https://example.com/property/811
812,Sale,Villa,South B,-1.431981785,36.93531694,19396352,KES,19396352,130406.1603,218,160,598.1933958,88974.09174,2,4,9440,https://example.com/property/812
813,Sale,Studio,Gikambura,-1.236197694,36.87954347,5076259,KES,5076259,35716.38156,277,144,128.9400056,18325.84477,3,4,2134,https://example.com/property/813
814,Rent,Studio,Kileleshwa,-1.257363005,36.86376462,24938761,USD,24938761,199440.1558,72,55,2770.002164,346371.6806,3,1,8261,https://example.com/property/814
815,Rent,Apartment,Ngara,-1.296854276,36.74219559,13589887,USD,13589887,91163.81124,96,38,949.6230337,141561.3229,5,3,6298,https://example.com/property/815
816,Sale,Villa,Embakasi,-1.312491244,36.84690278,15679338,USD,15679338,149513.7977,62,45,2411.512866,252892.5484,4,4,8017,https://example.com/property/816
817,Sale,Townhouse,Ngara,-1.4050351,36.77638118,21173318,USD,21173318,183870.7201,266,245,691.2433087,79598.93985,5,2,8771,https://example.com/property/817
818,Sale,Apartment,Kileleshwa,-1.255076765,36.60812526,19781227,KES,19781227,149958.638,115,107,1303.988156,172010.6696,2,4,9567,https://example.com/property/818
819,Rent,Villa,Embakasi,-1.349545362,36.60429418,21741940,KES,21741940,185037.2464,243,154,761.4701499,89473.00412,2,3,9915,https://example.com/property/819
820,Sale,Villa,Nairobi Central,-1.478732527,36.648196,15602694,USD,15602694,106562.22,193,160,552.1358547,80842.97409,5,2,2913,https://example.com/property/820
821,Sale,Apartment,Donholm,-1.406141052,36.95540134,18927403,KES,18927403,183260.6889,122,53,1502.136795,155142.6475,4,2,5297,https://example.com/property/821
822,Rent,Studio,Runda,-1.21941087,36.77370742,17671009,USD,17671009,138628.1242,205,170,676.234752,86200.0439,5,1,2942,https://example.com/property/822
823,Rent,Villa,Kasarani,-1.244795922,36.86695269,11821549,USD,11821549,91255.57076,126,31,724.2505616,93821.81746,2,5,5004,https://example.com/property/823
824,Sale,Studio,Embakasi,-1.205428291,36.67327938,14577795,KES,14577795,109907.9462,212,141,518.4337086,68763.18396,4,1,2331,https://example.com/property/824
825,Rent,Apartment,Ngara,-1.311601985,36.70385789,22485901,USD,22485901,199372.5913,218,156,914.553171,103146.3349,2,5,8890,https://example.com/property/825
826,Rent,Studio,Kasarani,-1.425746978,36.56278279,3603151,USD,3603151,30476.20873,254,50,119.9850737,14185.63386,4,1,5588,https://example.com/property/826
827,Sale,House,Utawala,-1.451155485,36.58564748,18589702,KES,18589702,130743.9553,80,48,1634.299441,232371.275,4,5,1337,https://example.com/property/827
828,Rent,Townhouse,Donholm,-1.443925668,36.91367828,19091794,KES,19091794,173961.6565,134,118,1298.221317,142476.0746,5,4,8066,https://example.com/property/828
829,Sale,Villa,Upper Hill,-1.494061302,36.79241932,18049737,USD,18049737,127701.3145,209,76,611.0110742,86362.37799,5,2,8813,https://example.com/property/829
830,Rent,Townhouse,Juja,-1.382795367,36.66876623,11111184,USD,11111184,86716.17652,231,179,375.3947035,48100.36364,5,5,9983,https://example.com/property/830
831,Sale,Studio,Ruiru,-1.442571696,36.9014256,17367204,KES,17367204,125749.6381,275,232,457.2714114,63153.46909,4,4,4611,https://example.com/property/831
832,Sale,Villa,Lavington,-1.376503362,36.62325995,10285387,USD,10285387,75806.00737,249,190,304.4417967,41306.7751,4,3,4700,https://example.com/property/832
833,Sale,Studio,Embakasi,-1.21950167,36.98801635,24879583,USD,24879583,225408.4117,108,61,2087.114923,230366.5093,2,1,7118,https://example.com/property/833
834,Rent,House,Lavington,-1.370837937,36.6724088,24277544,KES,24277544,189017.624,90,50,2100.195822,269750.4889,3,3,8105,https://example.com/property/834
835,Sale,Apartment,Kilimani,-1.236604651,36.66865548,24085523,KES,24085523,167976.6262,161,157,1043.333082,149599.5217,5,4,3673,https://example.com/property/835
836,Rent,Villa,Lavington,-1.31834857,36.65595595,7444910,KES,7444910,61221.66274,243,241,251.9409989,30637.48971,2,3,3122,https://example.com/property/836
837,Sale,House,Mombasa Road,-1.425860534,36.56105576,3731636,KES,3731636,25157.74024,279,101,90.17111198,13375.03943,2,3,8082,https://example.com/property/837
838,Sale,House,Juja,-1.393243572,36.55556857,16143097,KES,16143097,131661.3457,145,71,908.0092806,111331.7034,1,4,9250,https://example.com/property/838
839,Rent,Villa,South B,-1.474824139,36.82405252,9481093,KES,9481093,88493.15431,231,38,383.0872481,41043.69264,5,2,3062,https://example.com/property/839
840,Sale,Studio,Nairobi Central,-1.399961222,36.93755902,20463506,USD,20463506,171283.2426,217,54,789.3236986,94301.87097,2,5,2254,https://example.com/property/840
841,Sale,House,Embakasi,-1.296737716,36.89526026,13149777,USD,13149777,89099.61229,171,31,521.0503643,76899.2807,1,1,4688,https://example.com/property/841
842,Rent,Townhouse,Kileleshwa,-1.478366672,36.5705538,10553925,KES,10553925,90993.06068,205,48,443.8685887,51482.56098,5,5,4748,https://example.com/property/842
843,Sale,House,Upper Hill,-1.438379577,36.77279106,6216662,KES,6216662,43350.41309,214,49,202.5720238,29049.82243,4,1,7342,https://example.com/property/843
844,Sale,Studio,Donholm,-1.385567688,36.55279577,5364825,USD,5364825,37239.55735,154,135,241.8153075,34836.52597,1,5,5130,https://example.com/property/844
845,Sale,Studio,Nairobi Central,-1.205385139,36.52264732,13842502,USD,13842502,117799.1777,242,99,486.7734616,57200.42149,4,3,5257,https://example.com/property/845
846,Sale,Townhouse,Mombasa Road,-1.264541453,36.82819293,16340494,USD,16340494,156874.4407,282,46,556.292343,57945.01418,3,2,4029,https://example.com/property/846
847,Rent,House,Westlands,-1.279953976,36.76757617,5180139,KES,5180139,38025.53789,123,118,309.1507145,42114.95122,3,3,3846,https://example.com/property/847
848,Rent,Studio,Ngara,-1.465142713,36.54101184,6719194,KES,6719194,58136.77914,232,225,250.5895652,28962.0431,3,2,9662,https://example.com/property/848
849,Sale,Villa,South B,-1.265701232,36.51746962,6283737,USD,6283737,45159.24884,181,123,249.4986124,34716.77901,3,4,5035,https://example.com/property/849
850,Rent,Apartment,Donholm,-1.264419357,36.99487821,4432672,KES,4432672,36293.88739,148,113,245.2289689,29950.48649,2,1,3899,https://example.com/property/850
851,Sale,Apartment,Mombasa Road,-1.319669191,36.51501067,20341390,KES,20341390,163695.8291,175,160,935.4047379,116236.5143,3,1,5443,https://example.com/property/851
852,Rent,Apartment,Mombasa Road,-1.202891465,36.72226413,21399779,KES,21399779,154071.1079,187,116,823.909668,114437.3209,2,4,5789,https://example.com/property/852
853,Sale,House,Westlands,-1.402423828,36.75230951,8857846,USD,8857846,74361.83964,224,80,331.9724984,39543.95536,2,5,1912,https://example.com/property/853
854,Sale,Townhouse,Runda,-1.217618266,36.55864007,9841023,USD,9841023,80560.86817,124,111,649.6844208,79363.08871,5,4,5242,https://example.com/property/854
855,Sale,Studio,Ruiru,-1.225580666,36.58453089,13596536,KES,13596536,114439.7823,63,55,1816.504481,215818.0317,2,4,8541,https://example.com/property/855
856,Sale,Villa,Runda,-1.496555802,36.6759025,15160068,KES,15160068,128076.7841,87,85,1472.146943,174253.6552,2,2,2711,https://example.com/property/856
857,Sale,Villa,Westlands,-1.364965042,36.88083794,5465596,KES,5465596,43275.62625,189,37,228.9715675,28918.49735,3,4,9866,https://example.com/property/857
858,Sale,House,Nairobi Central,-1.20686873,36.75354121,18842433,KES,18842433,134167.1655,94,66,1427.310272,200451.4149,2,1,2439,https://example.com/property/858
859,Rent,Apartment,Upper Hill,-1.469063591,36.81895094,7405113,KES,7405113,62708.20861,194,150,323.2381887,38170.68557,4,3,6613,https://example.com/property/859
860,Sale,House,Lavington,-1.335664592,36.99258728,4413967,USD,4413967,34972.43732,257,254,136.0795227,17174.96887,3,2,4630,https://example.com/property/860
861,Rent,Townhouse,Westlands,-1.206312748,36.88400272,23165206,KES,23165206,173474.8866,212,184,818.2777671,109269.8396,1,2,6375,https://example.com/property/861
862,Sale,Townhouse,Utawala,-1.333351373,36.71718075,16116197,KES,16116197,142027.9975,243,202,584.477356,66321.79835,3,5,8103,https://example.com/property/862
863,Rent,Studio,Westlands,-1.443055409,36.72322096,8066447,KES,8066447,70835.26876,124,33,571.2521674,65051.99194,2,3,9877,https://example.com/property/863
864,Rent,Studio,Upper Hill,-1.325345031,36.80938604,10718221,USD,10718221,73076.79168,218,115,335.2146407,49166.15138,4,2,5216,https://example.com/property/864
865,Rent,Townhouse,Westlands,-1.438667828,36.8326826,9856604,USD,9856604,72380.97211,244,157,296.6433283,40395.91803,3,4,3466,https://example.com/property/865
866,Sale,Townhouse,Utawala,-1.344088721,36.75035546,13071586,KES,13071586,101440.7386,78,55,1300.52229,167584.4359,4,2,8824,https://example.com/property/866
867,Sale,Townhouse,Utawala,-1.477787335,36.82243061,14462734,USD,14462734,109246.7006,67,61,1630.54777,215861.7015,1,2,5124,https://example.com/property/867
868,Rent,House,Donholm,-1.318355199,36.51176625,18317570,USD,18317570,180530.9715,69,53,2616.390892,265472.029,1,2,1965,https://example.com/property/868
869,Sale,Townhouse,Juja,-1.344963018,36.71481143,22396438,USD,22396438,171089.0541,288,139,594.0592157,77765.40972,5,5,7928,https://example.com/property/869
870,Rent,Villa,Kasarani,-1.277951589,36.63946904,4935772,USD,4935772,39336.55746,63,61,624.389801,78345.5873,5,2,7096,https://example.com/property/870
871,Sale,Apartment,Parklands,-1.310789859,36.56458722,24345888,USD,24345888,191266.9434,211,100,906.4784049,115383.3555,3,2,7157,https://example.com/property/871
872,Rent,Townhouse,Runda,-1.335118119,36.54977326,5422952,USD,5422952,45968.44313,226,62,203.4001908,23995.36283,5,5,9120,https://example.com/property/872
873,Rent,Apartment,Upper Hill,-1.293066345,36.80159608,18396502,KES,18396502,176764.1864,103,60,1716.157149,178606.8155,4,3,2508,https://example.com/property/873
874,Sale,House,Kilimani,-1.456817426,36.76180027,18161926,USD,18161926,165609.822,80,41,2070.122775,227024.075,5,1,1871,https://example.com/property/874
875,Rent,Apartment,Mombasa Road,-1.321392102,36.62679206,22999234,USD,22999234,155887.6571,107,40,1456.893991,214946.1121,4,5,1863,https://example.com/property/875
876,Sale,House,Donholm,-1.448366819,36.73547503,4861663,KES,4861663,40367.53339,153,117,263.8400875,31775.57516,5,5,4055,https://example.com/property/876
877,Rent,Villa,Kileleshwa,-1.222343338,36.74611616,8363998,KES,8363998,67815.74667,219,101,309.6609437,38191.77169,5,2,6133,https://example.com/property/877
878,Rent,House,Ruiru,-1.479499769,36.59750449,18379025,KES,18379025,179070.8564,235,61,762.0036442,78208.61702,5,2,3682,https://example.com/property/878
879,Sale,House,Kasarani,-1.370887575,36.82604653,12440298,KES,12440298,122109.3854,177,86,689.8835333,70284.16949,2,1,6278,https://example.com/property/879
880,Sale,Studio,Parklands,-1.291260757,36.89045968,3049768,USD,3049768,22448.02608,259,195,86.67191538,11775.16602,2,2,6448,https://example.com/property/880
